"","VIN..1.10.","County","City","State","Postal.Code","Model.Year","Make","Model","Electric.Vehicle.Type","Clean.Alternative.Fuel.Vehicle..CAFV..Eligibility","Electric.Range","Base.MSRP","Legislative.District","DOL.Vehicle.ID","Vehicle.Location","Electric.Utility","X2020.Census.Tract"
"1702","5YJSA1CN3D","King","Bellevue","WA",98008,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,478469820,"POINT (-122.1197677 47.6103472)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023300
"1703","YV4BR0PKXJ","Skagit","Mount Vernon","WA",98274,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,10,143084602,"POINT (-122.2881784 48.4128748)","PUGET SOUND ENERGY INC",53057952401
"1704","WMZYU7C52K","King","Carnation","WA",98014,2019,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36900,5,171373611,"POINT (-121.921987 47.65881)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032500
"1705","WP1AE2AY7L","Clark","Camas","WA",98607,2020,"PORSCHE","CAYENNE","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,81100,14,271965683,"POINT (-122.4220033 45.6092439)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040511
"1706","5YJSA1H19E","Jefferson","Nordland","WA",98358,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,24,190363827,"POINT (-122.691102 48.0485113)","BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY",53031950400
"1707","LYVBR0DM1K","King","Renton","WA",98056,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,41,172518979,"POINT (-122.1819876 47.5098889)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025202
"1708","5YJSA1H12E","Snohomish","Snohomish","WA",98296,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,44,152057965,"POINT (-122.121841 47.841036)","PUGET SOUND ENERGY INC",53061052122
"1709","JF2GTDNC7K","King","Seattle","WA",98119,2019,"SUBARU","CROSSTREK","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,34995,36,185533526,"POINT (-122.3684 47.64586)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033005804
"1710","5YJSA1H12E","Whatcom","Bellingham","WA",98226,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,40,160692661,"POINT (-122.49756 48.7999)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073000804
"1711","YV4BR0DM3J","Island","Oak Harbor","WA",98277,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,10,102278067,"POINT (-122.6447164 48.3015146)","PUGET SOUND ENERGY INC",53029970900
"1712","KNDJX3AE6G","Whitman","Palouse","WA",99161,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,9,234619542,"POINT (-117.078955 46.9109331)","AVISTA CORP",53075000700
"1713","WBAJB1C59J","Benton","Richland","WA",99352,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,8,136877793,"POINT (-119.2958528 46.2421419)","BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)",53005010819
"1714","5YJSA1CP5D","Pierce","Spanaway","WA",98387,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,29,161597950,"POINT (-122.41046 47.06512)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY",53053071408
"1715","5YJSA1H21E","King","Carnation","WA",98014,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,5,236462145,"POINT (-121.921987 47.65881)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032500
"1716","5YJSA1H12E","Thurston","Olympia","WA",98502,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,22,187558416,"POINT (-122.92333 47.03779)","PUGET SOUND ENERGY INC",53067010520
"1717","5YJSA1CN9D","King","Redmond","WA",98052,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,226259239,"POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022803
"1718","WBA8E1C36H","Pierce","Spanaway","WA",98387,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,29,268549977,"POINT (-122.41046 47.06512)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053071409
"1719","5YJSA1H10E","Douglas","East Wenatchee","WA",98802,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,12,235460907,"POINT (-120.2609057 47.4167133)","PUD NO 1 OF DOUGLAS COUNTY",53017950800
"1720","KNDJX3AE7G","Pierce","Tacoma","WA",98404,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,27,349757229,"POINT (-122.414395 47.209008)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053063302
"1721","WBA8E1C35H","King","Renton","WA",98058,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,11,257375716,"POINT (-122.1476337 47.4438471)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025804
"1722","KNDJP3AE5H","Whatcom","Bellingham","WA",98229,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,40,316130825,"POINT (-122.442974 48.729016)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073000903
"1723","WBAJB1C52J","Pierce","Puyallup","WA",98374,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,25,218197171,"POINT (-122.2697305 47.1355186)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53053071210
"1724","LYVBR0DL9J","King","North Bend","WA",98045,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,5,217388489,"POINT (-121.7705205 47.4816922)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032705
"1725","KNDJX3AE5G","King","Renton","WA",98059,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,5,4552845,"POINT (-122.134502 47.492627)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025104
"1726","YV4BR0DL5J","King","Seattle","WA",98144,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,37,149279644,"POINT (-122.3016563 47.5858977)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033008900
"1727","KNDJP3AE2G","Thurston","Olympia","WA",98501,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,22,135000148,"POINT (-122.8733203 47.0133209)","PUGET SOUND ENERGY INC",53067010700
"1728","WBAJA9C59K","King","Seattle","WA",98118,2019,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",16,53400,37,265745518,"POINT (-122.2668 47.55115)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033011802
"1729","5YJSA1DPXD","Cowlitz","Silverlake","WA",98645,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,20,186589455,"POINT (-122.7673132 46.3239775)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY",53015002003
"1730","5YJSA1H12E","Jefferson","Nordland","WA",98358,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,24,336807320,"POINT (-122.691102 48.0485113)","BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY",53031950400
"1731","LYVBR0DLXK","King","Seattle","WA",98136,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,34,127130307,"POINT (-122.3894209 47.5407358)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033011601
"1732","WBAJA9C50J","King","Maple Valley","WA",98038,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",16,52650,5,192347606,"POINT (-122.0310296 47.3861675)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032007
"1733","WMZYU7C54K","King","Seattle","WA",98105,2019,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36900,46,475019261,"POINT (-122.304212 47.664294)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033004101
"1734","WBAJB1C51K","King","Seattle","WA",98144,2019,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",15,55700,37,198203505,"POINT (-122.3016563 47.5858977)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033009500
"1735","5YJSA1S1XE","Clark","Vancouver","WA",98665,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,49,106274402,"POINT (-122.6615789 45.6809862)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011041008
"1736","JF2GTDNC1K","Walla Walla","Walla Walla","WA",99362,2019,"SUBARU","CROSSTREK","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,34995,16,176473860,"POINT (-118.3377489 46.0625736)","PACIFICORP",53071920902
"1737","LYVBR0DL6J","King","Issaquah","WA",98029,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,5,167152387,"POINT (-122.0209893 47.5632565)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032221
"1738","5YJSA1S17E","King","Redmond","WA",98052,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,266877607,"POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032331
"1739","5YJSA1H24E","King","Kent","WA",98031,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,33,252335604,"POINT (-122.201564 47.402358)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033029207
"1740","WBAJB1C54J","Clark","Yacolt","WA",98675,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,18,148837153,"POINT (-122.4266427 45.8619031)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040102
"1741","5YJSA1H16E","Snohomish","Lake Stevens","WA",98258,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,44,348758238,"POINT (-122.0816912 48.0122934)","PUGET SOUND ENERGY INC",53061052605
"1742","WBAJB1C53K","Snohomish","Snohomish","WA",98296,2019,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",15,55700,44,262435372,"POINT (-122.121841 47.841036)","PUGET SOUND ENERGY INC",53061041610
"1743","5YJSA1CP2D","Whatcom","Bellingham","WA",98229,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,40,220869855,"POINT (-122.442974 48.729016)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073000902
"1744","5YJSA1CN0D","Clark","Vancouver","WA",98662,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,49,107849724,"POINT (-122.579351 45.671668)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011041203
"1745","5YJSA1H22E","King","Renton","WA",98058,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,11,254869002,"POINT (-122.1476337 47.4438471)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033031911
"1746","5YJSA1H12E","Pierce","Lake Tapps","WA",98391,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,31,237667251,"POINT (-122.1580794 47.1747959)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53053070314
"1747","WBAJB1C55J","King","Bellevue","WA",98004,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,48,349568964,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023805
"1748","5YJSA1H10E","King","Auburn","WA",98002,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,31,262864381,"POINT (-122.22285 47.30507)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033030600
"1749","5YJSA1CN6D","Snohomish","Lynnwood","WA",98087,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,21,102335019,"POINT (-122.27336 47.861417)","PUGET SOUND ENERGY INC",53061051804
"1750","WBAJA9C5XJ","Clark","Washougal","WA",98671,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",16,52650,18,168518430,"POINT (-122.317523 45.595997)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040512
"1751","KNDJX3AE0H","King","Seattle","WA",98109,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,36,151751029,"POINT (-122.35022 47.63824)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033007203
"1752","LYVBR0DL7J","Snohomish","Mill Creek","WA",98012,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,44,235534253,"POINT (-122.206146 47.839957)","PUGET SOUND ENERGY INC",53061052004
"1753","WBA8E1C36H","Kitsap","Bainbridge Island","WA",98110,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,23,211680143,"POINT (-122.5305071 47.6400595)","PUGET SOUND ENERGY INC",53035091002
"1754","WBAJB1C55J","Snohomish","Snohomish","WA",98296,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,44,336245311,"POINT (-122.121841 47.841036)","PUGET SOUND ENERGY INC",53061052008
"1755","WBAJA9C55J","King","Newcastle","WA",98056,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",16,52650,41,154981368,"POINT (-122.1819876 47.5098889)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025001
"1756","5YJSA1DP8D","Chelan","Wenatchee","WA",98801,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,12,329562369,"POINT (-120.3283376 47.4280056)","PUD NO 1 OF CHELAN COUNTY",53007960804
"1757","5YJSA1CG9D","Snohomish","Lynnwood","WA",98087,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,21,115380450,"POINT (-122.27336 47.861417)","PUGET SOUND ENERGY INC",53061041703
"1758","LYVBR0DM5K","King","Issaquah","WA",98027,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,5,476136986,"POINT (-122.0402383 47.5276876)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032102
"1759","WBAJA9C53K","Kitsap","Bremerton","WA",98310,2019,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",16,53400,23,251829847,"POINT (-122.6231895 47.5930874)","PUGET SOUND ENERGY INC",53035080300
"1760","5YJSA1H18E","Pierce","Tacoma","WA",98406,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,28,240027210,"POINT (-122.498503 47.262687)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053060908
"1761","5YJSA1CPXD","Snohomish","Lynnwood","WA",98037,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,32,267930386,"POINT (-122.27734 47.83785)","PUGET SOUND ENERGY INC",53061051802
"1762","WBAJA9C5XK","Clark","Washougal","WA",98671,2019,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",16,53400,18,208329719,"POINT (-122.317523 45.595997)","BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA)",53011040605
"1763","5YJSA1CN0D","Snohomish","Snohomish","WA",98290,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,44,113714716,"POINT (-122.0483457 47.9435765)","PUGET SOUND ENERGY INC",53061052607
"1764","5YJSA1H17E","King","Woodinville","WA",98072,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,45,151080660,"POINT (-122.1368031 47.7621254)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032321
"1765","5YJSA1CN4D","King","Redmond","WA",98052,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,256142120,"POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022803
"1766","5YJSA1H18E","Snohomish","Sultan","WA",98294,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,39,187709721,"POINT (-121.7937672 47.8691441)","PUGET SOUND ENERGY INC",53061053803
"1767","YV4BR0PKXJ","Kitsap","Kingston","WA",98346,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,23,316199201,"POINT (-122.4977 47.79802)","PUGET SOUND ENERGY INC",53035090202
"1768","5YJSA1CP1D","King","Sammamish","WA",98075,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,238219103,"POINT (-122.0181135 47.5880568)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032213
"1769","KNDJX3AE3G","Island","Camano Island","WA",98282,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,10,327913946,"POINT (-122.4842001 48.2013985)","BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY",53029971600
"1770","LYVBR0DL9J","King","Issaquah","WA",98027,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,41,112728864,"POINT (-122.0402383 47.5276876)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023404
"1771","5YJSA1H10E","King","Issaquah","WA",98027,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,5,178040334,"POINT (-122.0402383 47.5276876)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033031904
"1772","5YJSA1H18E","King","Seattle","WA",98101,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,43,264810570,"POINT (-122.3340795 47.6099315)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033008200
"1773","5YJSA1CN7D","Benton","Kennewick","WA",99338,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,8,106937792,"POINT (-119.260882 46.194303)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY",53005010815
"1774","5YJSA1CN3D","Snohomish","Snohomish","WA",98290,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,39,103164736,"POINT (-122.0483457 47.9435765)","PUGET SOUND ENERGY INC",53061052105
"1775","KNDJP3AE8H","San Juan","Friday Harbor","WA",98250,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,40,180393146,"POINT (-123.0679454 48.5327669)","BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP",53055960400
"1776","YV4BR0DL6J","Whatcom","Bellingham","WA",98226,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,40,209913322,"POINT (-122.49756 48.7999)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073000804
"1777","5YJSA1H17E","Chelan","Wenatchee","WA",98801,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,12,224095322,"POINT (-120.3283376 47.4280056)","PUD NO 1 OF CHELAN COUNTY",53007960804
"1778","5YJSA1DN4C","Snohomish","Marysville","WA",98271,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,38,117958186,"POINT (-122.1677 48.11026)","PUGET SOUND ENERGY INC",53061940002
"1779","5YJSA1H17E","Clark","Ridgefield","WA",98642,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,18,200805650,"POINT (-122.6958231 45.804249)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040905
