"","VIN..1.10.","County","City","State","Postal.Code","Model.Year","Make","Model","Electric.Vehicle.Type","Clean.Alternative.Fuel.Vehicle..CAFV..Eligibility","Electric.Range","Base.MSRP","Legislative.District","DOL.Vehicle.ID","Vehicle.Location","Electric.Utility","X2020.Census.Tract"
"1610","5YJSA1DN9C","King","Bellevue","WA",98005,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,48,228975645,"POINT (-122.167394 47.614119)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023702
"1611","5YJSA1S15E","King","Sammamish","WA",98074,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,45,111397100,"POINT (-122.0430602 47.6259676)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032217
"1612","KNDJP3AE1G","King","Maple Valley","WA",98038,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,5,263895950,"POINT (-122.0310296 47.3861675)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032011
"1613","WMZYU7C42J","King","Seattle","WA",98112,2018,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36800,43,276471205,"POINT (-122.30207 47.64085)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033006300
"1614","5YJSA1H12E","King","Auburn","WA",98092,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,31,244777711,"POINT (-122.1550193 47.2884536)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033031204
"1615","WBA8E1C53J","King","Bellevue","WA",98004,2018,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,45600,48,196406577,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023806
"1616","5YJSA1DPXD","Clark","Vancouver","WA",98682,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,18,166499910,"POINT (-122.5286031 45.6686601)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040603
"1617","5YJSA1DP3D","Kitsap","Port Orchard","WA",98366,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,26,235000580,"POINT (-122.63847 47.54103)","PUGET SOUND ENERGY INC",53035092300
"1618","KNDJX3AE8G","Clallam","Sequim","WA",98382,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,24,211299581,"POINT (-123.1090862 48.0805816)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY",53009001702
"1619","5YJSA1AG8D","King","Renton","WA",98056,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,11,267641083,"POINT (-122.1819876 47.5098889)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025202
"1620","WBA8E1C36H","Pierce","Tacoma","WA",98403,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,27,348755004,"POINT (-122.458462 47.264455)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053060600
"1621","5YJSA1DN3D","King","Snoqualmie","WA",98065,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,5,138206078,"POINT (-121.8472211 47.5204834)","CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP",53033032703
"1622","WBAJB1C51J","Snohomish","Everett","WA",98208,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,44,220395360,"POINT (-122.2032349 47.8956271)","PUGET SOUND ENERGY INC",53061041601
"1623","KNDJX3AE6J","Snohomish","Edmonds","WA",98020,2018,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",111,33950,21,237115035,"POINT (-122.3757836 47.800042)","PUGET SOUND ENERGY INC",53061050402
"1624","5YJSA1DP0D","King","Seattle","WA",98106,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,34,157966434,"POINT (-122.3570816 47.5337116)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033009900
"1625","5YJSA1CN2D","Pierce","Spanaway","WA",98387,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,29,270184127,"POINT (-122.41046 47.06512)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY",53053071408
"1626","5YJSA1S17E","King","Redmond","WA",98072,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,45,137585157,"POINT (-122.1368031 47.7621254)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032327
"1627","YV4BR0DL9J","King","Kirkland","WA",98033,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,48,246174470,"POINT (-122.1925969 47.676241)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022701
"1628","KNDJX3AE3J","Thurston","Olympia","WA",98501,2018,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",111,33950,20,341750209,"POINT (-122.8733203 47.0133209)","PUGET SOUND ENERGY INC",53067012610
"1629","WBA8E1C5XJ","Pierce","Tacoma","WA",98406,2018,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,45600,27,257627296,"POINT (-122.498503 47.262687)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053060600
"1630","5YJSA1S18E","King","Mercer Island","WA",98040,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,180754283,"POINT (-122.2283088 47.5737238)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024302
"1631","5YJSA1DP1D","King","Shoreline","WA",98177,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,32,208571660,"POINT (-122.3691687 47.7403542)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033020900
"1632","5YJSA1AC2D","Pierce","South Hill","WA",98374,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,25,154187407,"POINT (-122.2697305 47.1355186)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53053073123
"1633","WBAJB1C58J","King","Seattle","WA",98122,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,37,244752707,"POINT (-122.3128637 47.6104992)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033007800
"1634","5YJSA1H17E","King","Clyde Hill","WA",98004,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,214300089,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024100
"1635","5YJSA1H16E","Kitsap","Bainbridge Island","WA",98110,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,23,304328496,"POINT (-122.5305071 47.6400595)","PUGET SOUND ENERGY INC",53035090902
"1636","YV4BR0PLXJ","Kitsap","Bainbridge Island","WA",98110,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,23,305965285,"POINT (-122.5305071 47.6400595)","PUGET SOUND ENERGY INC",53035090700
"1637","KNDJX3AE3G","King","Bellevue","WA",98004,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,41,6009664,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023801
"1638","5YJSA1CN1D","King","Renton","WA",98058,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,11,122234458,"POINT (-122.1476337 47.4438471)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033031911
"1639","5YJSA1H15E","Clark","Vancouver","WA",98663,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,49,195370402,"POINT (-122.657848 45.654422)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011041003
"1640","WBAJB1C51K","King","Issaquah","WA",98027,2019,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",15,55700,41,474608991,"POINT (-122.0402383 47.5276876)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023404
"1641","WBAJB1C53J","Pierce","Anderson Island","WA",98303,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,28,170576759,"POINT (-122.6949873 47.164151)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053072603
"1642","5YJSA1S16E","King","Federal Way","WA",98023,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,30,8807809,"POINT (-122.3581348 47.3097552)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033030201
"1643","5YJSA1H18E","King","Redmond","WA",98052,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,45,143990759,"POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032313
"1644","5YJSA1DP9D","Pierce","Spanaway","WA",98387,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,29,106159014,"POINT (-122.41046 47.06512)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053071411
"1645","5YJSA1H14E","Kittitas","Ronald","WA",98940,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,13,117341703,"POINT (-121.0570974 47.2574191)","PUGET SOUND ENERGY INC",53037975101
"1646","5YJSA1CN0D","King","Maple Valley","WA",98038,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,5,115484778,"POINT (-122.0310296 47.3861675)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033031604
"1647","WBA8E1C30H","Clark","Vancouver","WA",98660,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,49,105000843,"POINT (-122.67156 45.63248)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011042000
"1648","WBA8E1C54J","Kitsap","Poulsbo","WA",98370,2018,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,45600,23,236614290,"POINT (-122.6368884 47.7469547)","PUGET SOUND ENERGY INC",53035090502
"1649","5YJSA1CP7D","Island","Coupeville","WA",98239,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,10,111117212,"POINT (-122.6591616 48.1982108)","PUGET SOUND ENERGY INC",53029971100
"1650","5YJSA1H10E","Pierce","Anderson Island","WA",98303,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,28,132579814,"POINT (-122.6949873 47.164151)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053072603
"1651","5YJSA1S16E","King","Mercer Island","WA",98040,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,255698089,"POINT (-122.2283088 47.5737238)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024500
"1652","5YJSA1CP1D","Pierce","Fircrest","WA",98466,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,28,253169255,"POINT (-122.538546 47.2298959)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053072305
"1653","KNDJP3AE8H","Snohomish","Marysville","WA",98270,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,39,176538428,"POINT (-122.1515174 48.0650751)","PUGET SOUND ENERGY INC",53061052809
"1654","KNDJX3AE1G","Thurston","Olympia","WA",98502,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,22,478039628,"POINT (-122.92333 47.03779)","PUGET SOUND ENERGY INC",53067012002
"1655","5YJSA1CN5D","Benton","Kennewick","WA",99337,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,8,194692725,"POINT (-119.106637 46.173866)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY",53005011506
"1656","WBAJA9C53J","Snohomish","Snohomish","WA",98290,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",16,52650,44,196536847,"POINT (-122.0483457 47.9435765)","PUGET SOUND ENERGY INC",53061052607
"1657","WBA8E1C57G","Kitsap","Bremerton","WA",98311,2016,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,43700,23,134509434,"POINT (-122.636245 47.62806)","PUGET SOUND ENERGY INC",53035091600
"1658","YV4BR0PL9J","King","Bellevue","WA",98004,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,48,301154528,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024002
"1659","5YJSA1DN0C","Snohomish","Arlington","WA",98223,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,39,187570568,"POINT (-122.1264 48.19471)","BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY",53061053509
"1660","LYVBR0DM6K","Snohomish","Lake Stevens","WA",98258,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,44,110530647,"POINT (-122.0816912 48.0122934)","PUGET SOUND ENERGY INC",53061052603
"1661","KNDJX3AEXJ","Clark","Vancouver","WA",98682,2018,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",111,33950,17,175572589,"POINT (-122.5286031 45.6686601)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040712
"1662","KNDJX3AE3J","Grays Harbor","Aberdeen","WA",98520,2018,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",111,33950,19,233941844,"POINT (-123.807422 46.978243)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY",53027001100
"1663","5YJSA1AGXD","King","Seattle","WA",98103,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,46,114571691,"POINT (-122.3499053 47.673887)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033002700
"1664","KNDJX3AE7H","King","Redmond","WA",98052,2017,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,32250,45,104936282,"POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032322
"1665","5YJSA1H19E","Clark","Battle Ground","WA",98604,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,18,348175719,"POINT (-122.5256203 45.7875036)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040413
"1666","5YJSA1H11E","Snohomish","Bothell","WA",98021,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,1,194529968,"POINT (-122.2107298 47.7977268)","PUGET SOUND ENERGY INC",53061051918
"1667","5YJSA1DP6D","Snohomish","Edmonds","WA",98020,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,21,5214422,"POINT (-122.3757836 47.800042)","PUGET SOUND ENERGY INC",53061050502
"1668","5YJSA1H14E","Pierce","Gig Harbor","WA",98332,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,26,237865862,"POINT (-122.5966931 47.3616785)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053072508
"1669","5YJSA1H13E","King","Seattle","WA",98117,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,36,176840758,"POINT (-122.377938 47.690166)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033001500
"1670","5YJSA1CG1D","King","Bellevue","WA",98004,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,279573038,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023902
"1671","WBA8E1C58J","Pierce","Spanaway","WA",98387,2018,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,45600,29,129349279,"POINT (-122.41046 47.06512)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053071417
"1672","5YJSA1CN6D","King","Kenmore","WA",98028,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,46,156244917,"POINT (-122.2478069 47.75817)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022101
"1673","5YJSA1CN1D","King","Seattle","WA",98109,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,36,123756867,"POINT (-122.35022 47.63824)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033007002
"1674","5YJSA1CN8D","King","Redmond","WA",98052,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,187627107,"POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032325
"1675","WBA8E1C59H","Pierce","Lakebay","WA",98349,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,26,211710271,"POINT (-122.7795505 47.2647539)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053072602
"1676","LYVBR0DM9K","Snohomish","Everett","WA",98208,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,44,304931644,"POINT (-122.2032349 47.8956271)","PUGET SOUND ENERGY INC",53061041704
"1677","5YJSA1DN8C","King","Seattle","WA",98102,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,43,206496741,"POINT (-122.3212726 47.6296532)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033006500
"1678","5YJSA1CG8D","King","Bothell","WA",98011,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,1,349983196,"POINT (-122.201408 47.754528)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033021803
"1679","5YJSA1S17E","Snohomish","Mukilteo","WA",98275,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,21,4286733,"POINT (-122.29943 47.912654)","PUGET SOUND ENERGY INC",53061042001
"1680","5YJSA1CN5D","King","Bellevue","WA",98004,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,2387822,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023807
"1681","5YJSA1H20E","King","Clyde Hill","WA",98004,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,178461097,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024100
"1682","5YJSA1AGXD","King","Bellevue","WA",98007,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,180305772,"POINT (-122.1436732 47.6157551)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023603
"1683","5YJSA1CG9D","King","Woodinville","WA",98072,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,45,133006310,"POINT (-122.1368031 47.7621254)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032326
"1684","5YJSA1H24E","King","Seattle","WA",98118,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,37,268599950,"POINT (-122.2668 47.55115)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033011802
"1685","KNDJP3AE2G","King","Redmond","WA",98053,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,45,3654696,"POINT (-122.030684 47.669552)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032333
"1686","5YJSA1H15E","Spokane","Spokane Valley","WA",99216,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,4,100884374,"POINT (-117.2208514 47.6636091)","BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY",53063012801
"1687","5YJSA1DP8D","Thurston","Olympia","WA",98512,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,35,194662373,"POINT (-122.957046 46.991391)","PUGET SOUND ENERGY INC",53067011810
"1688","WBAJB1C56J","Walla Walla","Walla Walla","WA",99362,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,16,150411691,"POINT (-118.3377489 46.0625736)","PACIFICORP",53071920902
"1689","KNDJX3AE4J","Whatcom","Blaine","WA",98230,2018,"KIA","SOUL EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",111,33950,42,175266878,"POINT (-122.7318295 48.953176)","CITY OF BLAINE - (WA)||PUD NO 1 OF WHATCOM COUNTY",53073010409
"1690","WMZYU7C4XJ","King","Seattle","WA",98118,2018,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36800,37,334463118,"POINT (-122.2668 47.55115)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033010302
"1691","WMZYU7C57K","San Juan","Friday Harbor","WA",98250,2019,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36900,40,242668604,"POINT (-123.0679454 48.5327669)","BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP",53055960400
"1692","5YJSA1DN8D","Pierce","Roy","WA",98580,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,2,182157965,"POINT (-122.4811259 46.9525103)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY",53053073005
"1693","WBAJB1C58J","King","Bellevue","WA",98004,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,41,141587764,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024002
"1694","WBAJB1C51K","Snohomish","Lynnwood","WA",98087,2019,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",15,55700,21,180189544,"POINT (-122.27336 47.861417)","PUGET SOUND ENERGY INC",53061042004
"1695","YV4BR0DL8J","Snohomish","Snohomish","WA",98296,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,1,244251556,"POINT (-122.121841 47.841036)","PUGET SOUND ENERGY INC",53061052113
"1696","WBAJA9C59J","Clark","Vancouver","WA",98665,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",16,52650,49,145618616,"POINT (-122.6615789 45.6809862)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040808
"1697","5YJSA1CP0D","Whatcom","Bellingham","WA",98229,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,40,302534998,"POINT (-122.442974 48.729016)","PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY",53073001101
"1698","WBA7J2C58J","Yakima","Selah","WA",98942,2018,"BMW","740E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,90700,15,179548379,"POINT (-120.5517376 46.6678647)","PACIFICORP",53077003400
"1699","WBA7J2C52K","King","Issaquah","WA",98027,2019,"BMW","740E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,91250,5,202928722,"POINT (-122.0402383 47.5276876)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032102
"1700","2C4RC1N74K","Jefferson","Port Townsend","WA",98368,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,24,475772237,"POINT (-122.7862046 48.1129794)","BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY",53031950604
"1701","KNDJX3AE8G","Snohomish","Lynnwood","WA",98087,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,21,245925074,"POINT (-122.27336 47.861417)","PUGET SOUND ENERGY INC",53061041816
